jurisdiction,party,county_total_reg,county_total_party_reg,county_pct_black,county_pct_party_black,county_pct_white,county_pct_party_white,county_pct_nonwhite,county_pct_party_nonwhite,county_avg_age,county_avg_party_age,county_pct_una,county_pct_party_election_day_lag,county_pct_party_absentee_lag,county_pct_party_early_lag,county_pct_party_turnout_lag
ALAMANCE,Democrat,130044,43958,0.20637630340500138,0.46683197597706905,0.6548245209313771,0.39783429637381135,0.34517547906862295,0.6021657036261886,52.17274153363477,54.590017744210385,0.3351019654886039,0.28544905280382654,0.006576877084775631,0.16977154005916043,0.46985335766882746
ALAMANCE,Republican,130044,41669,0.20637630340500138,0.015311142576015744,0.6548245209313771,0.9081331445439056,0.34517547906862295,0.09186685545609447,52.17274153363477,56.019558904701334,0.3351019654886039,0.2625448334756618,0.005123825789923143,0.14763450042698548,0.41837745516652436
ALEXANDER,Democrat,28687,5183,0.03956495973786035,0.1522284391279182,0.8806776588698714,0.7788925332818831,0.11932234113012863,0.22110746671811693,54.51699376023983,62.599266833879994,0.3352738174085823,0.23968827219159855,0.0043717924348983086,0.19444972438699867,0.44611290629157957
ALEXANDER,Republican,28687,13743,0.03956495973786035,0.0032016299206868953,0.8806776588698714,0.9350214654733319,0.11932234113012863,0.06497853452666812,54.51699376023983,55.45695990686168,0.3352738174085823,0.27625528784256026,0.0026669118999448223,0.23376862240205995,0.5204156704064742
ALLEGHANY,Democrat,9271,2234,0.009384100959982742,0.02730528200537153,0.8950490777693885,0.9100268576544315,0.10495092223061159,0.08997314234556848,58.94962787185848,66.98567591763653,0.33836695070650413,0.2459016393442623,0.011384335154826957,0.24089253187613843,0.5040983606557377
ALLEGHANY,Republican,9271,3843,0.009384100959982742,0.0010408534998698933,0.8950490777693885,0.9188134270101483,0.10495092223061159,0.08118657298985169,58.94962787185848,59.14519906323185,0.33836695070650413,0.2616127833519138,0.010405053883314752,0.2831661092530658,0.5615013006317354
ANSON,Democrat,18307,10356,0.4037253509586497,0.6266898416376979,0.42677664281422406,0.22981846272692158,0.5732233571857759,0.7701815372730784,54.140219588135686,56.98512939358826,0.24329491451357405,0.17928719518215025,0.004245236449797611,0.15065653075328264,0.33991509527100405
ANSON,Republican,18307,3427,0.4037253509586497,0.04172745841844178,0.42677664281422406,0.7703530784943099,0.5732233571857759,0.2296469215056901,54.140219588135686,53.26086956521739,0.24329491451357405,0.32323232323232326,0.0016161616161616162,0.14545454545454545,0.47474747474747475
ASHE,Democrat,23107,4674,0.006015493140606743,0.013906718014548566,0.9246115895616047,0.9308943089430894,0.0753884104383953,0.06910569105691057,57.514346301986414,65.30423620025674,0.33543947721469686,0.3478643769264641,0.01343020695728754,0.1754733597534126,0.5402906208718626
ASHE,Republican,23107,10555,0.006015493140606743,0.0018948365703458077,0.9246115895616047,0.9395547134059687,0.0753884104383953,0.06044528659403126,57.514346301986414,58.794504973946,0.33543947721469686,0.3144871953482618,0.005196090560435482,0.11963379933193122,0.44191513052084624
AVERY,Democrat,14477,1517,0.005249706430890378,0.02109426499670402,0.909373488982524,0.8707976268951879,0.090626511017476,0.12920237310481214,56.69047454583132,58.68094924192485,0.31788353940733577,0.5681650700073692,0.01989683124539425,0.16285924834193072,0.7686072218128224
AVERY,Republican,14477,8275,0.005249706430890378,0.0014501510574018127,0.909373488982524,0.9309969788519638,0.090626511017476,0.06900302114803625,56.69047454583132,58.79395770392749,0.31788353940733577,0.47504812675847774,0.007996446023989337,0.1039537983118614,0.6022508514734192
BEAUFORT,Democrat,39872,12769,0.21734550561797752,0.5574438092254679,0.6953250401284109,0.37442242932101183,0.3046749598715891,0.6255775706789882,56.61840389245586,60.48617746103845,0.3116723515248796,0.28847440615590497,0.003763800602208096,0.15063566410170626,0.44688859150217464
BEAUFORT,Republican,39872,14506,0.21734550561797752,0.01578657107403833,0.6953250401284109,0.9216186405625258,0.3046749598715891,0.07838135943747415,56.61840389245586,57.075692816765475,0.3116723515248796,0.3423277567907897,0.003957546321280806,0.1556934700485699,0.5041374347904299
BERTIE,Democrat,14773,9194,0.5655587896838827,0.776158364150533,0.3614702497800041,0.18261909941266044,0.6385297502199959,0.8173809005873396,56.02362417924592,59.43930824450729,0.24714005279902526,0.23222748815165878,0.002311871459946827,0.13085192463299042,0.38307710091318925
BERTIE,Republican,14773,1886,0.5655587896838827,0.1007423117709438,0.3614702497800041,0.8313891834570519,0.6385297502199959,0.16861081654294804,56.02362417924592,53.645281018027575,0.24714005279902526,0.36671270718232046,6.906077348066298e-4,0.14019337016574585,0.5234806629834254
BLADEN,Democrat,26652,11616,0.34166291460303166,0.6540117079889807,0.5594326879783881,0.27763429752066116,0.44056731202161187,0.7223657024793388,54.487505628095455,59.18517561983471,0.3302566411526339,0.2172033118675253,0.0030358785648574057,0.16062557497700092,0.39779208831646734
BLADEN,Republican,26652,6126,0.34166291460303166,0.03232125367286973,0.5594326879783881,0.8901403852432256,0.44056731202161187,0.1098596147567744,54.487505628095455,52.93666340189357,0.3302566411526339,0.3888,0.006857142857142857,0.2838857142857143,0.6905142857142857
BRUNSWICK,Democrat,149879,32226,0.06898231239866826,0.23282442748091603,0.834853448448415,0.6758517966859058,0.16514655155158495,0.3241482033140942,59.694680375502905,62.00083783280581,0.376363599970643,NA,NA,NA,NA
BRUNSWICK,Republican,149879,60369,0.06898231239866826,0.006311186204840232,0.834853448448415,0.9144097135947258,0.16514655155158495,0.08559028640527423,59.694680375502905,61.4158922625851,0.376363599970643,NA,NA,NA,NA
BUNCOMBE,Democrat,245354,88038,0.05022946436577354,0.09643563006883392,0.8345533392567474,0.8023126377246189,0.1654466607432526,0.19768736227538108,52.79178248571452,55.30009768509053,0.41419744532389935,0.4085502708078541,0.015536172671926028,0.39697877887833133,0.8405795153681778
BUNCOMBE,Republican,245354,53486,0.05022946436577354,0.007833825674008152,0.8345533392567474,0.9091724937366787,0.1654466607432526,0.09082750626332124,52.79178248571452,57.22662005010657,0.41419744532389935,0.2506209026021972,0.006622961090103596,0.17042937372742936,0.43751817958069494
BURKE,Democrat,66704,15373,0.05314523866634684,0.17003837897612697,0.84111897337491,0.731347167111169,0.15888102662508996,0.2686528328888311,54.65264451906932,61.54933975151239,0.3656302470616455,0.2592880350331968,0.006498092950981777,0.18823280124311342,0.46355417431840656
BURKE,Republican,66704,26513,0.05314523866634684,0.00494097235318523,0.84111897337491,0.9295439972843511,0.15888102662508996,0.07045600271564893,54.65264451906932,56.11699920793573,0.3656302470616455,0.23223598435462842,0.0022816166883963492,0.15352020860495436,0.39260104302477183
CABARRUS,Democrat,173801,49991,0.20049942175246402,0.48138664959692745,0.6375337311062652,0.355624012322218,0.3624662688937348,0.644375987677782,49.850207996501744,51.17475145526195,0.368985218727165,0.39713483975779057,0.00893516467286959,0.09658839167035889,0.5114212573228967
CABARRUS,Republican,173801,58114,0.20049942175246402,0.016983859311009396,0.6375337311062652,0.8896995560450149,0.3624662688937348,0.11030044395498503,49.850207996501744,54.04098840210621,0.368985218727165,0.28364676854174875,0.004955524684318564,0.069190735864314,0.36328764851023243
CALDWELL,Democrat,60662,11309,0.04810260129900102,0.19197099655141922,0.8612640532788236,0.7177469272261031,0.13873594672117637,0.2822530727738969,54.6494180871056,60.11168096206561,0.31629356104315715,0,0,0,0
CALDWELL,Republican,60662,29727,0.04810260129900102,0.00403673428196589,0.8612640532788236,0.9262959599017728,0.13873594672117637,0.0737040400982272,54.6494180871056,56.03061190163824,0.31629356104315715,0,0,0,0
CAMDEN,Democrat,9448,1688,0.11102878916172736,0.4662322274881517,0.8210203217612193,0.4863744075829384,0.1789796782387807,0.5136255924170616,51.743966977138015,60.59241706161137,0.44041066892464015,0.2856353591160221,0.0033149171270718232,0.15082872928176796,0.443646408839779
CAMDEN,Republican,9448,3506,0.11102878916172736,0.006274957216200799,0.8210203217612193,0.9204221334854535,0.1789796782387807,0.07957786651454649,51.743966977138015,49.73302909298346,0.44041066892464015,0.3546017014694509,0.005413766434648105,0.1925754060324826,0.5556844547563805
CARTERET,Democrat,65782,11711,0.04064941777385911,0.1548971052856289,0.8682314310905719,0.7671420032448125,0.13176856890942812,0.23285799675518742,57.0072360220121,62.619161472120226,0.36037213827490805,0.37686435701702875,0.009277745155607751,0.2196124486200822,0.6217263652378157
CARTERET,Republican,65782,29926,0.04064941777385911,0.0047784535186794095,0.8682314310905719,0.9211388090623538,0.13176856890942812,0.0788611909376462,57.0072360220121,58.29897079462675,0.36037213827490805,0.3106727721028531,0.002700481390160855,0.17318304567335915,0.4972408124926617
CASWELL,Democrat,17311,7075,0.30310207382589105,0.6424028268551236,0.6194904973716134,0.30501766784452294,0.38050950262838656,0.694982332155477,55.87782334931546,61.460494699646645,0.31361562012593147,0.26521739130434785,0.002028985507246377,0.18565217391304348,0.4657971014492754
CASWELL,Republican,17311,4733,0.30310207382589105,0.020071836044791888,0.6194904973716134,0.9049228818930911,0.38050950262838656,0.09507711810690894,55.87782334931546,53.2467779421086,0.31361562012593147,0.31474452554744525,0.005255474452554744,0.15094890510948905,0.4744525547445255
CATAWBA,Democrat,127691,24548,0.08101588992176426,0.29057357014828095,0.7832345271005787,0.5647710607788822,0.21676547289942125,0.4352289392211178,53.07055313217063,56.84153495193091,0.3696266768997032,0.291681369089626,0.010012350035285816,0.18736767819336628,0.4999117854622442
CATAWBA,Republican,127691,55060,0.08101588992176426,0.0075190701053396295,0.7832345271005787,0.9165637486378496,0.21676547289942125,0.08343625136215038,53.07055313217063,56.24624046494733,0.3696266768997032,0.25956519765805836,0.004084781918032043,0.19023737121590342,0.45962873871011667
CHATHAM,Democrat,69255,24674,0.09980506822612085,0.2249736564805058,0.7366110750126345,0.6294074734538381,0.26338892498736555,0.3705925265461619,56.960667099848386,60.47977628272676,0.4005631362356509,0.4341732020690806,0.019022192557984315,0.37168363090271983,0.844068079425997
CHATHAM,Republican,69255,16425,0.09980506822612085,0.009984779299847793,0.7366110750126345,0.8750076103500761,0.26338892498736555,0.1249923896499239,56.960667099848386,58.1330898021309,0.4005631362356509,0.2954572986069049,0.006541490006056935,0.1567534827377347,0.4655360387643852
CHEROKEE,Democrat,27108,4278,0.01010771727903202,0.034361851332398316,0.9350007377895824,0.9100046750818139,0.06499926221041759,0.08999532491818607,59.01663715508337,65.48807854137448,0.3301977276080862,0.30642890661661193,0.009385265133740028,0.13937118723603942,0.4563585171281089
CHEROKEE,Republican,27108,13697,0.01010771727903202,0.002336278017084033,0.9350007377895824,0.9523983354019129,0.06499926221041759,0.04760166459808717,59.01663715508337,59.43717602394685,0.3301977276080862,0.3520958083832335,0.009780439121756487,0.16656686626746506,0.5291417165668663
CHOWAN,Democrat,12029,4424,0.2724249729819603,0.6010397830018083,0.6584088452905479,0.35940325497287523,0.34159115470945217,0.6405967450271248,57.150719095519165,61.4868896925859,0.3312827333942971,0.23803827751196172,0.008373205741626795,0.11315789473684211,0.37057416267942583
CHOWAN,Republican,12029,3563,0.2724249729819603,0.023856300870053325,0.6584088452905479,0.9211338759472355,0.34159115470945217,0.07886612405276452,57.150719095519165,57.08812798203761,0.3312827333942971,0.24888059701492538,0.006716417910447761,0.2208955223880597,0.4847014925373134
CLAY,Democrat,11716,1806,0.00401160805735746,0.006644518272425249,0.942557186753158,0.9396456256921373,0.057442813246841924,0.06035437430786268,60.079976101058385,65.68660022148394,0.3601058381700239,0.3288009888751545,0.013597033374536464,0.25092707045735474,0.6044499381953028
CLAY,Republican,11716,5620,0.00401160805735746,0.0017793594306049821,0.942557186753158,0.9546263345195729,0.057442813246841924,0.045373665480427046,60.079976101058385,60.86814946619217,0.3601058381700239,0.3288381742738589,0.006742738589211619,0.2733402489626556,0.6203319502074689
CLEVELAND,Democrat,77489,24129,0.1984668791699467,0.5091798251067181,0.7001380841151648,0.4218989597579676,0.29986191588483524,0.5781010402420325,53.474183432487195,58.88499316175557,0.3070887480803727,0.23716423720749166,0.003590120679960206,0.09870669146589385,0.35689259916086336
CLEVELAND,Republican,77489,29058,0.1984668791699467,0.015658338495422947,0.7001380841151648,0.8911831509395003,0.29986191588483524,0.1088168490604997,53.474183432487195,53.820496937160165,0.3070887480803727,0.2572363569321534,0.0032724926253687317,0.11578171091445427,0.3848174778761062
COLUMBUS,Democrat,42107,17408,0.28940556202056666,0.5702550551470589,0.60538627781604,0.34415211397058826,0.3946137221839599,0.6558478860294118,54.21777851663619,59.756663602941174,0.30016386824043506,0.18797512093987562,0.0015894955079474775,0.08479612992398065,0.28507256392536284
COLUMBUS,Republican,42107,11932,0.28940556202056666,0.025561515253100905,0.60538627781604,0.881914180355347,0.3946137221839599,0.11808581964465303,54.21777851663619,52.72955078779752,0.30016386824043506,0.30791345135421394,0.0018157058556513845,0.11484339536995007,0.4328945377515509
CRAVEN,Democrat,89734,24581,0.1891479260926739,0.5107196615271958,0.6980520204158959,0.4015703185387088,0.30194797958410413,0.5984296814612913,53.99149709140348,58.28603392864407,0.3507700537143112,0.2774501544509969,0.006739679865206402,0.17612093981091453,0.4926986801460264
CRAVEN,Republican,89734,32881,0.1891479260926739,0.019312064718226333,0.6980520204158959,0.9022839937958091,0.30194797958410413,0.09771600620419087,53.99149709140348,55.952464949362856,0.3507700537143112,0.2758189446506374,0.00383249959657899,0.16883169275455867,0.4674842665806035
CUMBERLAND,Democrat,253777,105631,0.39502397774424003,0.6808417983357158,0.4122792845687355,0.18288191913358767,0.5877207154312645,0.8171180808664124,49.10794516445541,52.729681627552516,0.343636342142905,0.22828290412193109,0.002878093950997322,0.1334935055184323,0.38782941662286957
CUMBERLAND,Republican,253777,58427,0.39502397774424003,0.05213343146148185,0.4122792845687355,0.7880603145805878,0.5877207154312645,0.21193968541941227,49.10794516445541,52.218614681568454,0.343636342142905,0.20760949043140617,0.002647437028819243,0.08665943874334989,0.304656967802123
CURRITUCK,Democrat,26857,3955,0.049149197602114905,0.22756005056890014,0.8690099415422422,0.6922882427307206,0.13099005845775774,0.3077117572692794,52.725769817924565,59.49355246523388,0.42473098261160963,0.47322899505766064,0.011120263591433279,0.10090609555189456,0.591845140032949
CURRITUCK,Republican,26857,11225,0.049149197602114905,0.005790645879732739,0.8690099415422422,0.933630289532294,0.13099005845775774,0.06636971046770601,52.725769817924565,52.84,0.42473098261160963,0.388811467250647,0.002389010551463269,0.14393788572566196,0.5383237109297233
DARE,Democrat,37785,8872,0.017149662564509727,0.04981965734896303,0.9065237528119624,0.8818755635707844,0.09347624718803758,0.11812443642921551,56.05788011115522,60.06785392245266,0.41466190287150984,0.4435836561289516,0.009371485692865176,0.20367362239160314,0.6656253904785705
DARE,Republican,37785,12919,0.017149662564509727,0.0020125396702531154,0.9065237528119624,0.9386949454292128,0.09347624718803758,0.061305054570787214,56.05788011115522,57.46961839151637,0.41466190287150984,0.2412532637075718,0.0029242819843342035,0.09671018276762403,0.34443864229765014
DAVIDSON,Democrat,130728,25429,0.09367541766109785,0.35290416453655277,0.7982834587846521,0.5276652640685832,0.2017165412153479,0.4723347359314169,53.25787895477633,57.59149003106689,0.31821797931583135,0.2755306880792722,0.0064066971340708155,0.13543757741425705,0.4263443386152992
DAVIDSON,Republican,130728,62789,0.09367541766109785,0.006259058115274969,0.7982834587846521,0.9199541320932011,0.2017165412153479,0.08004586790679896,53.25787895477633,55.587029575244074,0.31821797931583135,0.24125237492083598,0.003641545281823939,0.13903182393920202,0.3894078530715643
DAVIE,Democrat,37168,5616,0.05994403788204907,0.2774216524216524,0.8461579853637538,0.6038105413105413,0.15384201463624622,0.3961894586894587,54.77055531640121,58.27332621082621,0.3336203185535945,0.3697781331201279,0.008394963022186688,0.24485308814711174,0.629222466520088
DAVIE,Republican,37168,18920,0.05994403788204907,0.00459830866807611,0.8461579853637538,0.9322410147991543,0.15384201463624622,0.06775898520084567,54.77055531640121,57.18303382663848,0.3336203185535945,0.30341431385423506,0.0034143138542350624,0.16920551543007223,0.480236375574524
DUPLIN,Democrat,36026,13115,0.2683062232831844,0.5872664887533359,0.5835230111586077,0.2844071673656119,0.41647698884139234,0.7155928326343881,53.32473768944651,58.31902401829966,0.3244323544107034,0.2706222865412446,0.0018491718925872326,0.08385592538993407,0.3692715870718765
DUPLIN,Republican,36026,11049,0.2683062232831844,0.024708118381754005,0.5835230111586077,0.8820707756358042,0.41647698884139234,0.11792922436419585,53.32473768944651,53.73554167797991,0.3244323544107034,0.42517872288864655,0.0015751847812916515,0.09196655761541257,0.5268387253120077
DURHAM,Democrat,280366,148842,0.3143355471062825,0.4570416952204351,0.48125307633593234,0.39281251259725075,0.5187469236640677,0.6071874874027492,47.48764472154256,49.13858319560339,0.3623370879493234,0.3290139123024768,0.007104351531094274,0.27887590077990404,0.6463107389637095
DURHAM,Republican,280366,28232,0.3143355471062825,0.05553981297818079,0.48125307633593234,0.81358033437234345,0.5187469236640677,0.18641966562765655,47.48764472154256,54.86164635874185,0.3623370879493234,0.19966198770010798,0.002675930707478522,0.1062391437021736,0.3217219848833388
EDGECOMBE,Democrat,40050,24651,0.5662421972534332,0.7946939272240477,0.3533832709113608,0.16640298568009412,0.6466167290886392,0.8335970143199058,53.916754057428214,57.114680946006246,0.19420724094881398,0.19377043538117364,9.895026673550163e-4,0.1083290311478231,0.3085957666494579
EDGECOMBE,Republican,40050,7463,0.5662421972534332,0.07208897226316495,0.3533832709113608,0.8673455714859976,0.6466167290886392,0.13265442851400241,53.916754057428214,54.4285140024119,0.19420724094881398,0.23040380047505937,0.0011876484560570072,0.08839497794367153,0.32270105191720394
FORSYTH,Democrat,313341,118258,0.2504045113789769,0.5044309898696071,0.6049607296842737,0.37482453618359857,0.39503927031572633,0.6251754638164014,51.399529585978215,53.102496237041045,0.3454926102871951,0.31764263922407904,0.009653476617640362,0.20554619552843678,0.5525590820090159
FORSYTH,Republican,313341,84592,0.2504045113789769,0.02257896727822962,0.6049607296842737,0.8956402496689995,0.39503927031572633,0.10435975033100056,51.399529585978215,57.19397815396255,0.3454926102871951,0.25198314129581256,0.004471082194195606,0.09927725517219275,0.36276662232977036
FRANKLIN,Democrat,58627,19874,0.23750149248639704,0.5609338834658347,0.6318419840687738,0.3437154070645064,0.3681580159312262,0.6562845929354936,52.154740989646406,56.731508503572506,0.34434646152796494,0.25815934725221984,0.008639308855291577,0.21478281737461002,0.49232061435085195
FRANKLIN,Republican,58627,18090,0.23750149248639704,0.01885019347705915,0.6318419840687738,0.890049751243781,0.3681580159312262,0.10995024875621891,52.154740989646406,53.48413488114981,0.34434646152796494,0.2619535019739728,0.002997514256470244,0.12063167129697325,0.38865331188770286
GASTON,Democrat,174807,46954,0.1731852843421602,0.46198406951484433,0.7035530613762607,0.4242663031903565,0.29644693862373933,0.5757336968096435,51.94236500826626,54.51978532180432,0.3346033053596252,0.25789367835355637,0.0052289334316551585,0.13789635985788026,0.40835958972983843
GASTON,Republican,174807,67826,0.1731852843421602,0.014050659039306461,0.7035530613762607,0.9029723115029634,0.29644693862373933,0.09702768849703654,51.94236500826626,54.98742370182526,0.3346033053596252,0.20639687664239056,0.0035788472608053656,0.11254598693595615,0.32747703781565185
GATES,Democrat,9227,3946,0.3004226725913081,0.5922453117080588,0.6202449333477836,0.34693360364926507,0.3797550666522163,0.6530663963507349,54.201040424840144,60.490876837303595,0.3157039124309093,0.253322908522283,0.003388063591347407,0.1125879593432369,0.3820693249934845
GATES,Republican,9227,2320,0.3004226725913081,0.027586206896551724,0.6202449333477836,0.8883620689655173,0.3797550666522163,0.11163793103448276,54.201040424840144,50.960344827586205,0.3157039124309093,0.23566155593412833,0.005110732538330494,0.07495741056218058,0.31629755820556504
GRAHAM,Democrat,7147,1421,0.0013991884706870015,0.0028149190710767065,0.9104519378760318,0.8761435608726249,0.0895480621239681,0.12385643912737508,56.281796557996365,63.556650246305416,0.2998460892682244,0.23215476984656438,0.004002668445630421,0.1627751834556371,0.4082721814543029
GRAHAM,Republican,7147,3546,0.0013991884706870015,2.820078962210942e-4,0.9104519378760318,0.9388042865200226,0.0895480621239681,0.06119571347997744,56.281796557996365,56.43062605752961,0.2998460892682244,0.36052141527001863,0.00782122905027933,0.2037243947858473,0.5810055865921788
GRANVILLE,Democrat,45940,18837,0.289007400957771,0.5946806816372033,0.5718545929473225,0.3094441790093964,0.4281454070526774,0.6905558209906036,52.931084022638224,56.94855868768912,0.31795820635611666,0.2323354674972602,0.0027109649881755784,0.19380515660148814,0.4428101747707216
GRANVILLE,Republican,45940,12192,0.289007400957771,0.020013123359580054,0.5718545929473225,0.8609744094488189,0.4281454070526774,0.1390255905511811,52.931084022638224,53.33464566929134,0.31795820635611666,0.22023115258191073,0.0019085993001802565,0.14028204856324886,0.36910189799597076
GREENE,Democrat,12723,5955,0.346616364065079,0.6263643996641478,0.5513636720899159,0.2970612930310663,0.4486363279100841,0.7029387069689337,54.20301815609526,58.75331654072208,0.3059026959050538,0.24509977043969627,0.002472187886279357,0.15062687621402085,0.407557831538054
GREENE,Republican,12723,2830,0.346616364065079,0.030742049469964665,0.5513636720899159,0.8759717314487633,0.4486363279100841,0.12402826855123675,54.20301815609526,51.573498233215545,0.3059026959050538,0.4591052869408043,0.004066877541798464,0.21057388160867602,0.6791685494803434
GUILFORD,Democrat,439938,183036,0.3319717778414231,0.5911241504403505,0.5147793552727884,0.2994656788828427,0.48522064472721155,0.7005343211171573,50.36380353595279,51.604935641076075,0.34277557292163896,0.31396254149771724,0.0057115807438134925,0.18648902840841852,0.5117439318347441
GUILFORD,Republican,439938,103217,0.3319717778414231,0.0337541296491857,0.5147793552727884,0.8810273501458094,0.48522064472721155,0.11897264985419069,50.36380353595279,57.447319724463995,0.34277557292163896,0.2363071960407415,0.004485097545348093,0.09404343695455249,0.33630498663308367
HALIFAX,Democrat,40907,23895,0.5153396729166158,0.738104205900816,0.385850832375877,0.18041431261770244,0.614149167624123,0.8195856873822975,54.81673063289902,57.820715630885125,0.2789253672965507,0.24431159641310315,0.002135057646556457,0.09107545903739402,0.35197950344659307
HALIFAX,Republican,40907,5447,0.5153396729166158,0.09307875894988067,0.385850832375877,0.836423719478612,0.614149167624123,0.16357628052138792,54.81673063289902,54.68037451808335,0.2789253672965507,0.3659378596087457,0.002685078634445723,0.09052550824702724,0.4656693517453011
HARNETT,Democrat,98907,28658,0.2054354090205951,0.5082699420755112,0.6197640207467621,0.3388931537441552,0.3802359792532379,0.6611068462558448,49.56553125663502,54.09808779398423,0.34320118899572327,0.21174896618827535,0.004743371442471419,0.12207086678018325,0.36013135490148385
HARNETT,Republican,98907,35230,0.2054354090205951,0.0209480556344025,0.6197640207467621,0.8538745387453874,0.3802359792532379,0.14612546125461254,49.56553125663502,51.88010218563724,0.34320118899572327,0.22772499438916735,0.003852771751327897,0.11427395825540511,0.3581207451185756
HAYWOOD,Democrat,54617,15193,0.010418001721075855,0.024748239320739815,0.925975428895765,0.928848811952873,0.07402457110423495,0.07115118804712697,56.68116154310929,63.62436648456526,0.366131424281817,0.3370203940546146,0.010024196335983409,0.2414794331144141,0.5978568959557553
HAYWOOD,Republican,54617,19047,0.010418001721075855,0.0018900614269963774,0.925975428895765,0.9439806793720796,0.07402457110423495,0.05601932062792041,56.68116154310929,57.04016380532367,0.366131424281817,0.32,0.005825932504440497,0.20120781527531084,0.5345648312611012
HENDERSON,Democrat,104776,20595,0.026456440406199894,0.08424374848264142,0.8746945865465374,0.7970381160475843,0.12530541345346263,0.20296188395241563,57.740847140566544,59.935372663267785,0.43122470794838513,0.47246954076850983,0.019915651358950327,0.36633083411433925,0.875761480787254
HENDERSON,Republican,104776,38212,0.026456440406199894,0.0034805820161205904,0.8746945865465374,0.9349157332775044,0.12530541345346263,0.06508426672249555,57.740847140566544,60.532607557835235,0.43122470794838513,0.3157980456026059,0.0075895765472312705,0.2290228013029316,0.5658306188925082
HERTFORD,Democrat,16152,10504,0.5994923229321446,0.7878903274942879,0.3287518573551263,0.16793602437166794,0.6712481426448736,0.832063975628332,55.07348935116394,58.08349200304646,0.23371718672610203,0.27403846153846156,0.0033359497645211933,0.11263736263736264,0.40482731554160123
HERTFORD,Republican,16152,1820,0.5994923229321446,0.11373626373626373,0.3287518573551263,0.8153846153846154,0.6712481426448736,0.18461538461538463,55.07348935116394,54.62692307692308,0.23371718672610203,0.3312056737588652,0.0028368794326241137,0.10567375886524823,0.4425531914893617
HOKE,Democrat,38105,15880,0.37520010497310063,0.6640428211586902,0.4008922713554652,0.1600125944584383,0.5991077286445349,0.8399874055415617,48.53646503083585,52.93337531486146,0.3495866684162183,0.20085532038271964,0.0019570890113076254,0.17867497825456655,0.38975065236300377
HOKE,Republican,38105,8506,0.37520010497310063,0.048318833764401596,0.4008922713554652,0.7345403244768399,0.5991077286445349,0.26545967552316013,48.53646503083585,48.67834469786033,0.3495866684162183,0.1916923076923077,0.002769230769230769,0.11446153846153846,0.31153846153846154
HYDE,Democrat,3633,1642,0.18937517203413157,0.3696711327649208,0.7429121937792458,0.5883069427527405,0.2570878062207542,0.41169305724725946,57.544728874208644,63.278928136419005,0.33581062482796586,0.4652201659221442,0.0025526483726866626,0.06190172303765156,0.5379706445437141
HYDE,Republican,3633,754,0.18937517203413157,0.01856763925729443,0.7429121937792458,0.9111405835543767,0.2570878062207542,0.08885941644562334,57.544728874208644,54.221485411140584,0.33581062482796586,0.560377358490566,0.009433962264150943,0.07735849056603773,0.6509433962264151
IREDELL,Democrat,155753,32086,0.10758059234814096,0.36096740011219847,0.7829576316347037,0.5209437137692452,0.21704236836529633,0.47905628623075486,51.73333418938961,55.2731720999813,0.37508747825082023,0.28913811645414045,0.0050699032109387,0.16623137194653556,0.4684795411481538
IREDELL,Republican,155753,64123,0.10758059234814096,0.009169876643326108,0.7829576316347037,0.9193425136066622,0.21704236836529633,0.08065748639333781,51.73333418938961,54.219110147684916,0.37508747825082023,0.3063072512411719,0.005978602894902455,0.18844836025452766,0.5060485280749598
JACKSON,Democrat,35427,10320,0.023287323228046407,0.04680232558139535,0.81977023174415,0.8044573643410853,0.18022976825585005,0.19554263565891472,50.90298360007903,56.0265503875969,0.4170830157789257,0.3095363818777062,0.00961030731861865,0.290421375013201,0.6205512725736614
