jurisdiction,party,county_total_reg,county_total_party_reg,county_pct_black,county_pct_party_black,county_pct_white,county_pct_party_white,county_pct_nonwhite,county_pct_party_nonwhite,county_avg_age,county_avg_party_age,county_pct_una,county_pct_party_election_day_lag,county_pct_party_absentee_lag,county_pct_party_early_lag,county_pct_party_turnout_lag
JACKSON,Republican,35427,10017,0.023287323228046407,0.002994908655286014,0.81977023174415,0.8920834581211939,0.18022976825585005,0.10791654187880603,50.90298360007903,54.53738644304682,0.4170830157789257,0.2659532820044369,0.004567401800861281,0.16338248727652355,0.4410805167688895
JOHNSTON,Democrat,172627,45870,0.16769103326826046,0.44689339437540876,0.6763310490247759,0.40340091563113145,0.323668950975224,0.5965990843688685,49.85746725599124,53.4374536734249,0.35628841374755976,0.29460460960290136,0.0054926283146303646,0.16753830385535204,0.4837454994612494
JOHNSTON,Republican,172627,63593,0.16769103326826046,0.014262576069693205,0.6763310490247759,0.8907426918057019,0.323668950975224,0.10925730819429812,49.85746725599124,52.27248282043621,0.35628841374755976,0.2651633431490741,0.002727326627008439,0.12413288800173916,0.4002648273681298
JONES,Democrat,8450,3186,0.29633136094674556,0.6619585687382298,0.6137278106508876,0.28468298807281855,0.38627218934911245,0.7153170119271814,55.69715976331361,61.9526051475204,0.3074556213017752,0.3386683738796415,0.002880921895006402,0.07074263764404609,0.4295774647887324
JONES,Republican,8450,2615,0.29633136094674556,0.017208413001912046,0.6137278106508876,0.901338432122371,0.38627218934911245,0.09866156787762906,55.69715976331361,53.965965583174,0.3074556213017752,0.3906330416881112,0.006176016469377252,0.1363870303654143,0.5383427689140504
LEE,Democrat,45280,14934,0.18904593639575973,0.4318334002946297,0.6467314487632508,0.4314985938127762,0.3532685512367491,0.5685014061872238,52.29030477031802,57.33795366278291,0.36117491166077736,0.22133828996282529,0.004014869888475836,0.18148698884758363,0.4227509293680297
LEE,Republican,45280,13635,0.18904593639575973,0.015474880821415475,0.6467314487632508,0.8823615694902823,0.3532685512367491,0.11763843050971765,52.29030477031802,54.9991199119912,0.36117491166077736,0.20882156806706678,0.003715347242069163,0.1475659712298752,0.3658188053729637
LENOIR,Democrat,44150,19860,0.3906681766704417,0.7155085599194361,0.49827859569648925,0.21581067472306142,0.5017214043035108,0.7841893252769385,54.15075877689694,58.46299093655589,0.2772593431483579,0.21153014912470283,0.0013507672357899287,0.13745407391398315,0.3638966933218068
LENOIR,Republican,44150,11801,0.3906681766704417,0.03686128294212355,0.49827859569648925,0.8912803999661045,0.5017214043035108,0.10871960003389543,54.15075877689694,54.38284891110923,0.2772593431483579,0.31250648676699533,0.0031136481577581734,0.19823559937727037,0.5201868188894655
LINCOLN,Democrat,75081,13820,0.054514457718996816,0.21316931982633863,0.8457798910509983,0.6776410998552822,0.15422010894900173,0.3223589001447178,53.554321332960406,59.10600578871201,0.33848776654546425,0.3263450986815167,0.004831709114732618,0.1737777413807223,0.5115060191630497
LINCOLN,Republican,75081,35317,0.054514457718996816,0.005493105303394965,0.8457798910509983,0.924257439759889,0.15422010894900173,0.075742560240111,53.554321332960406,54.436588611716736,0.33848776654546425,0.280796004842615,0.0032157990314769977,0.14270581113801453,0.43050090799031476
MACON,Democrat,33117,6238,0.0067337017241899935,0.015870471304905417,0.9222151764954555,0.9143956396280859,0.07778482350454449,0.08560436037191407,58.88495334722348,65.03590894517474,0.36368028504997435,0.3415421195652174,0.013926630434782608,0.265625,0.6266983695652174
MACON,Republican,33117,14616,0.0067337017241899935,0.0015736179529282977,0.9222151764954555,0.9464969896004378,0.07778482350454449,0.05350301039956212,58.88495334722348,60.57929666119321,0.36368028504997435,0.2916935558218862,0.007744076703235918,0.23822255001382872,0.5437448142343505
MADISON,Democrat,19999,6216,0.010300515025751288,0.016087516087516088,0.8990949547477374,0.917953667953668,0.10090504525226261,0.08204633204633205,53.945597279863996,60.37467824967825,0.40472023601180057,0.366974043715847,0.008879781420765027,0.30327868852459017,0.6871584699453552
MADISON,Republican,19999,5520,0.010300515025751288,0.0018115942028985507,0.8990949547477374,0.9322463768115942,0.10090504525226261,0.0677536231884058,53.945597279863996,54.40036231884058,0.40472023601180057,0.3163241745555299,0.0036942969291156777,0.17894250750404064,0.5028861694758716
MARTIN,Democrat,18835,9491,0.4023360764534112,0.6809609103361078,0.5291744093443058,0.2831103150352966,0.4708255906556942,0.7168896849647034,55.632545792407754,60.97439679696554,0.2841518449694717,0.3207920792079208,9.900990099009901e-4,0.08613861386138613,0.4158415841584158
MARTIN,Republican,18835,3932,0.4023360764534112,0.04959308240081384,0.5291744093443058,0.8992878942014242,0.4708255906556942,0.10071210579857579,55.632545792407754,52.54984740590031,0.2841518449694717,0.36363636363636365,0,0.06611570247933884,0.4297520661157025
MCDOWELL,Democrat,34160,6847,0.027312646370023418,0.09507813641010662,0.9100702576112412,0.8428508835986563,0.08992974238875878,0.15714911640134366,54.77125292740047,61.970936176427635,0.35916276346604215,0.30803443328550933,0.0037302725968436155,0.17589670014347203,0.4899569583931133
MCDOWELL,Republican,34160,14808,0.027312646370023418,0.0031064289573203676,0.9100702576112412,0.9504321988114532,0.08992974238875878,0.04956780118854673,54.77125292740047,55.445367368989736,0.35916276346604215,0.34568881828611775,0.0026476039184537992,0.24093195657929573,0.5925337569499602
MECKLENBURG,Democrat,894445,367776,0.30250825931164016,0.5424687853476029,0.5215837754138041,0.31385680414165146,0.4784162245861959,0.6861431958583486,47.83381650073509,48.915568171930744,0.37597504597823234,0.32079561511109733,0.006263683368787168,0.17061317019393507,0.5044827104327438
MECKLENBURG,Republican,894445,182529,0.30250825931164016,0.035342329164132824,0.5215837754138041,0.8577431531427883,0.4784162245861959,0.14225684685721174,47.83381650073509,53.239205824827835,0.37597504597823234,0.1569418215047213,0.004099908620164483,0.07346329576606762,0.23616204690831558
MITCHELL,Democrat,13177,1296,0.0035668209759429307,0.008487654320987654,0.9037717234575396,0.8765432098765432,0.09622827654246034,0.12345679012345678,57.220991120892464,59.18055555555556,0.3129695681869925,0.4709800190294957,0.019029495718363463,0.362511893434824,0.8648905803996194
MITCHELL,Republican,13177,7701,0.0035668209759429307,9.089728606674458e-4,0.9037717234575396,0.9237761329697441,0.09622827654246034,0.07622386703025581,57.220991120892464,59.20711595896637,0.3129695681869925,0.36,0.01,0.30274193548387096,0.6861290322580645
MONTGOMERY,Democrat,19754,6269,0.1814822314467956,0.4656245015153932,0.6991495393338059,0.4375498484606795,0.3008504606661942,0.5624501515393204,55.17965981573352,59.844153772531506,0.3157335223245925,0.3035372848948375,0.004939451880178458,0.09831102613129382,0.42096876991714466
MONTGOMERY,Republican,19754,7142,0.1814822314467956,0.01358162979557547,0.6991495393338059,0.9021282553906469,0.3008504606661942,0.09787174460935312,55.17965981573352,56.919350322038646,0.3157335223245925,0.3466641030571044,0.006152662949432801,0.14093443568544511,0.5018265718131129
MOORE,Democrat,90042,18662,0.09970902467737278,0.36255492444539705,0.8070344950134382,0.5467795520308648,0.19296550498656181,0.45322044796913513,56.3424735123609,59.11301039545601,0.36871682103907066,0.40620620620620623,0.011077744411077745,0.16856856856856856,0.6067400734067401
MOORE,Republican,90042,37411,0.09970902467737278,0.007430969500948919,0.8070344950134382,0.9243003394723477,0.19296550498656181,0.0756996605276523,56.3424735123609,58.68097618347545,0.36871682103907066,0.3532819273410826,0.0064449303717343765,0.14681397936087773,0.5180112786281506
NASH,Democrat,78384,33991,0.3878725250051031,0.7164543555647083,0.5080756276791182,0.20873172310317437,0.4919243723208818,0.7912682768968257,53.12112165748112,55.94560324791857,0.2774673402735252,0.23328997874567775,0.0022206008311391684,0.13862893760111664,0.3858769787139549
NASH,Republican,78384,22216,0.3878725250051031,0.03065358300324091,0.5080756276791182,0.9074090745408715,0.4919243723208818,0.09259092545912856,53.12112165748112,55.915781418797266,0.2774673402735252,0.2814791031198159,0.002247551773960507,0.17472039385669183,0.4656178091721518
NEW HANOVER,Democrat,210621,60525,0.10830354048266792,0.2715737298636927,0.7644821741421796,0.6172325485336638,0.23551782585782044,0.38276745146633623,51.62401185067016,53.957406030565885,0.4052824742072253,0.37480345911949686,0.007708770090845562,0.25943396226415094,0.6670815863032844
NEW HANOVER,Republican,210621,62858,0.10830354048266792,0.009815775239428554,0.7644821741421796,0.8981195710967578,0.23551782585782044,0.10188042890324223,51.62401185067016,56.32853415635241,0.4052824742072253,0.22457139268593918,0.003119047120638044,0.12557827970944715,0.3630026585166733
NORTHAMPTON,Democrat,15240,9530,0.5506561679790026,0.7646379853095487,0.3948818897637795,0.20461699895068206,0.6051181102362204,0.7953830010493179,58.036023622047246,60.73672612801679,0.2505249343832021,0.3011769882301177,0.001979980200197998,0.2007479925200748,0.5329446705532944
NORTHAMPTON,Republican,15240,1831,0.5506561679790026,0.08574549426542873,0.3948818897637795,0.8585472419442928,0.6051181102362204,0.14145275805570726,58.036023622047246,56.60567995630803,0.2505249343832021,0.3357348703170029,7.204610951008645e-4,0.10518731988472622,0.44668587896253603
ONSLOW,Democrat,144456,28921,0.15264855734618155,0.46530202966702394,0.6806986210333943,0.38470315687562673,0.31930137896660576,0.6152968431243733,47.511387550534415,52.36945472148266,0.4054106440715512,0.2532221685194136,0.004148541968744966,0.10758015144192042,0.38529080070887706
ONSLOW,Republican,144456,54775,0.15264855734618155,0.020356001825650387,0.6806986210333943,0.8584755819260611,0.31930137896660576,0.14152441807393884,47.511387550534415,49.793993610223644,0.4054106440715512,0.2625056901522432,0.003034747863031713,0.10004552121794548,0.37706742198169035
ORANGE,Democrat,133684,62101,0.10774662637263996,0.17310510297740778,0.6862825768229557,0.6644337450282605,0.3137174231770444,0.3355662549717396,47.52844020226804,49.977439976811965,0.4081864695849915,0.44241454416144377,0.01698004178334889,0.39351913588478465,0.8679379472818598
ORANGE,Republican,133684,16217,0.10774662637263996,0.014244311524942961,0.6862825768229557,0.87056792255041,0.3137174231770444,0.12943207744958993,47.52844020226804,52.841832644755506,0.4081864695849915,0.22087095834547044,0.003204194581998252,0.10704922808039616,0.3368773667346344
PAMLICO,Democrat,11930,3513,0.1492875104777871,0.43296327924850553,0.7730930427493713,0.5052661542840877,0.22690695725062868,0.49473384571591233,59.8639564124057,65.19555935098207,0.309639564124057,0.4064554692169755,0.020322773460848775,0.20681410639569636,0.6527196652719666
PAMLICO,Republican,11930,4643,0.1492875104777871,0.010122765453370666,0.7730930427493713,0.9250484600473832,0.22690695725062868,0.07495153995261684,59.8639564124057,59.23885418910187,0.309639564124057,0.36211832061068705,0.003816793893129771,0.1875,0.5567748091603053
PASQUOTANK,Democrat,34190,12846,0.3306814858145657,0.6697026311692356,0.5666861655454811,0.2623384711194146,0.4333138344545189,0.7376615288805854,51.90874524714829,55.45835279464425,0.3649897630886224,0.23425492447663634,0.002561611165091423,0.1354120660719018,0.38123840650119245
PASQUOTANK,Republican,34190,8583,0.3306814858145657,0.03506932308050798,0.5666861655454811,0.8874519398811604,0.4333138344545189,0.11254806011883957,51.90874524714829,53.46359081906093,0.3649897630886224,0.2065479056331247,0.004814636494944632,0.13705665222275717,0.3548387096774194
PENDER,Democrat,55807,12971,0.12272653968140197,0.4213244930999923,0.7689357965846578,0.48616143705188497,0.23106420341534217,0.513838562948115,52.84045012274446,58.15226273995837,0.3615317074918917,0.301255230125523,0.007371986451484359,0.18549511854951187,0.5042837218569436
PENDER,Republican,55807,22119,0.12272653968140197,0.008635110086351101,0.7689357965846578,0.9087210090872101,0.23106420341534217,0.0912789909127899,52.84045012274446,54.16103802161038,0.3615317074918917,0.21008517887563885,0.0031345826235093695,0.12954003407155026,0.34582623509369675
PERQUIMANS,Democrat,11710,3466,0.1941076003415884,0.5279861511829198,0.7402220324508967,0.4272937103289094,0.2597779675491033,0.5727062896710906,58.00068317677199,62.00115406809002,0.3564474807856533,0.26886657101865136,0.003443328550932568,0.1133428981348637,0.3908177905308465
PERQUIMANS,Republican,11710,3989,0.1941076003415884,0.0188017046878917,0.7402220324508967,0.9167711205815994,0.2597779675491033,0.0832288794184006,58.00068317677199,57.48282777638506,0.3564474807856533,0.3075546007876835,7.160759040458289e-4,0.1414249910490512,0.45363408521303256
PERSON,Democrat,31229,11245,0.2510807262480387,0.57376611827478885,0.6519260943353934,0.35713650511338374,0.3480739056646066,0.6428634948866163,54.623715136571775,59.4830591373944,0.34586442089083863,0.244132157273135,0.0032889819105994915,0.1477051876214681,0.4042457766482284
PERSON,Republican,31229,9020,0.2510807262480387,0.01707317073170732,0.6519260943353934,0.8905764966740577,0.3480739056646066,0.10942350332594235,54.623715136571775,54.07849223946785,0.34586442089083863,0.285286783042394,0.00199501246882793,0.1259351620947631,0.41870324189526187
PITT,Democrat,143061,57613,0.3307959541733946,0.6362973634422786,0.5335695961862422,0.28047489281932897,0.4664304038137578,0.719525107180671,47.99716903978023,51.73372329161821,0.341469722705699,0.24254112746137974,0.0027579024512545563,0.15866617808721142,0.41582611714335305
PITT,Republican,143061,35502,0.3307959541733946,0.035350121119936906,0.5335695961862422,0.8952171708636133,0.4664304038137578,0.10478282913638669,47.99716903978023,50.66894822826883,0.341469722705699,0.22565853658536586,0.0013983739837398375,0.12504065040650406,0.3565528455284553
POLK,Democrat,19536,4397,0.03490990990990991,0.12053672958835569,0.8907145782145782,0.8110075051171253,0.10928542178542179,0.1889924948828747,59.723331285831286,64.2392540368433,0.3942977067977068,0.36932108218478815,0.012761613067891782,0.26442062276671774,0.6531393568147014
POLK,Republican,19536,7296,0.03490990990990991,0.00356359649122807,0.8907145782145782,0.9399671052631579,0.10928542178542179,0.060032894736842105,59.723331285831286,59.98327850877193,0.3942977067977068,0.2322511594719943,0.00231894398858366,0.16464502318943988,0.4043881555476275
RANDOLPH,Democrat,107885,17903,0.06501367196551884,0.27526112941965036,0.8201974324512212,0.5638161202033178,0.1798025675487788,0.4361838797966821,53.09980071372294,56.633860246885995,0.30863419381749085,0.24986649261259122,0.005518305346229158,0.14234854328606183,0.4064558238889219
RANDOLPH,Republican,107885,55948,0.06501367196551884,0.005522985629513119,0.8201974324512212,0.9262350754271824,0.1798025675487788,0.07376492457281762,53.09980071372294,55.59691141774505,0.30863419381749085,0.22687727931807197,0.0025484423744452744,0.12197372468034624,0.35724328836943625
RICHMOND,Democrat,32911,14520,0.3146668287198809,0.5845730027548209,0.5901370362492784,0.3528236914600551,0.4098629637507216,0.6471763085399449,53.49129470389839,58.10227272727273,0.29856279055634893,0.22412567529144156,0.0017770827409724196,0.13093545635484788,0.3701307932897356
RICHMOND,Republican,32911,8390,0.3146668287198809,0.03218116805721097,0.5901370362492784,0.8747318235995233,0.4098629637507216,0.12526817640047677,53.49129470389839,52.8181168057211,0.29856279055634893,0.29380850714403023,0.0022992281162752507,0.1969124651010018,0.502874035145344
ROBESON,Democrat,86337,42983,0.27018543613977786,0.42484237954540166,0.28099192698379605,0.17841937510178443,0.719008073016204,0.8215806248982156,51.27655582195351,56.18102505641765,0.3197122902116126,0.2012752980316052,0.001709638665557712,0.14878477035394141,0.37115331300249516
ROBESON,Republican,86337,15352,0.27018543613977786,0.03602136529442418,0.28099192698379605,0.5030614903595623,0.719008073016204,0.49693850964043773,51.27655582195351,50.947889525794686,0.3197122902116126,0.24237850890431634,0.0023141161082603882,0.10665056846765268,0.3623100915585069
ROCKINGHAM,Democrat,70106,21134,0.18205289133597696,0.48859657424056024,0.7049753230821898,0.42888236964133625,0.29502467691781015,0.5711176303586638,55.0917753116709,59.784423204315324,0.30381137135195274,0.2368,0.0039,0.1375,0.3917
ROCKINGHAM,Republican,70106,27254,0.18205289133597696,0.013245762089968445,0.7049753230821898,0.8862919204520437,0.29502467691781015,0.11370807954795627,55.0917753116709,55.4256622881045,0.30381137135195274,0.2583957420752673,0.0024963496773585795,0.13306014789694315,0.40106448118317556
ROWAN,Democrat,111131,27117,0.1606572423536187,0.49216358741748717,0.7311731200115179,0.4014087104030682,0.26882687998848204,0.5985912895969319,53.227704240940874,55.5825128148394,0.32455390485103164,0.282134944612286,0.005075528700906344,0.12692849949647533,0.4241691842900302
ROWAN,Republican,111131,47113,0.1606572423536187,0.012247150468023688,0.7311731200115179,0.9171990745654066,0.26882687998848204,0.08280092543459343,53.227704240940874,55.97892301487912,0.32455390485103164,0.29508412543774193,0.0033966139182179628,0.10008162405539904,0.40309118196898286
RUTHERFORD,Democrat,53495,12363,0.08744742499299,0.2808379843080159,0.8163940555192074,0.6376284073444957,0.1836059444807926,0.36237159265550434,54.96908122254416,61.204481112998465,0.3401252453500327,0.252991452991453,0.004395604395604396,0.10956450956450957,0.3750915750915751
RUTHERFORD,Republican,53495,22623,0.08744742499299,0.009636210935773328,0.8163940555192074,0.9070415064315077,0.1836059444807926,0.09295849356849224,54.96908122254416,55.510188745966495,0.3401252453500327,0.27922339020047104,0.0026423114481015568,0.14940547992417716,0.43707277844792924
SAMPSON,Democrat,43680,15202,0.26902472527472526,0.6324167872648335,0.5820054945054945,0.2379292198394948,0.4179945054945055,0.7620707801605052,53.09727564102564,58.211682673332454,0.24851190476190477,0.23611496806442656,0.0011802277145237434,0.10913635101360733,0.3613579561232991
SAMPSON,Republican,43680,17354,0.26902472527472526,0.01964964849602397,0.5820054945054945,0.891955745073182,0.4179945054945055,0.10804425492681803,53.09727564102564,54.645441973032156,0.24851190476190477,0.3026814339842612,0.002258816671524337,0.06535995336636549,0.37336053628679683
SCOTLAND,Democrat,25225,11931,0.37728444003964323,0.6439527281870757,0.45486620416253715,0.2613360154220099,0.5451337958374628,0.7386639845779901,53.88321110009911,57.6928170312631,0.3144499504459861,0.15876270279907292,0.0031199857372080585,0.1552861472633268,0.33303619183455163
SCOTLAND,Republican,25225,5244,0.37728444003964323,0.05034324942791762,0.45486620416253715,0.7397025171624714,0.5451337958374628,0.2602974828375286,53.88321110009911,54.24523264683448,0.3144499504459861,0.1347517730496454,0.006819421713038734,0.1254773595199127,0.2722313147845063
STANLY,Democrat,50420,10292,0.10422451408171361,0.3807811892732219,0.7787782625942087,0.5183637776914108,0.22122173740579135,0.4816362223085892,53.45654502181674,58.90963855421687,0.31681872272907574,0.28352264345773714,0.003687859566307715,0.11447116093819147,0.41894084673255644
STANLY,Republican,50420,23823,0.10422451408171361,0.007597699701968686,0.7787782625942087,0.8915333921000713,0.22122173740579135,0.10846660789992864,53.45654502181674,54.55710867648911,0.31681872272907574,0.30648577101257446,0.001985440105890139,0.14910655195234943,0.4692256783587028
STOKES,Democrat,36596,6430,0.038282872445075965,0.1713841368584759,0.8656410536670675,0.7516329704510109,0.13435894633293255,0.24836702954898912,54.93420045906657,62.85085536547434,0.29585200568368125,0.3126258714175058,0.004492641363284275,0.15801704105344694,0.4819519752130132
STOKES,Republican,36596,19083,0.038282872445075965,0.0030917570612587117,0.8656410536670675,0.9166797673321805,0.13435894633293255,0.08332023266781953,54.93420045906657,56.122360215898965,0.29585200568368125,0.33384430818448413,0.004998667022127433,0.17342042122100773,0.5179285523860304
SURRY,Democrat,54046,11333,0.035987862191466526,0.12273890408541428,0.8561040595048662,0.7629930292067414,0.14389594049513377,0.23700697079325864,54.52521925766939,62.62498897026383,0.32150390408170815,0.24936684200272746,0.007597895967270602,0.13345022404052212,0.398694720436392
SURRY,Republican,54046,25026,0.035987862191466526,0.0026772156956764966,0.8561040595048662,0.9224806201550387,0.14389594049513377,0.07751937984496124,54.52521925766939,55.63709741868457,0.32150390408170815,0.23400510928186205,0.0070394550099347145,0.14056202100482543,0.38717002554640934
SWAIN,Democrat,11646,3500,0.009359436716469174,0.016,0.7725399278722308,0.7482857142857143,0.2274600721277692,0.2517142857142857,55.15936802335566,60.53114285714286,0.3779838571183239,0.2705256940342587,0.007974010632014175,0.20112226816302423,0.48109864146485526
SWAIN,Republican,11646,3661,0.009359436716469174,0.003004643540016389,0.7725399278722308,0.8639715924610762,0.2274600721277692,0.13602840753892378,55.15936802335566,56.618683419830646,0.3779838571183239,0.24086502609992544,0.005965697240865026,0.19985085756897839,0.4526472781506339
TRANSYLVANIA,Democrat,30915,7038,0.027171276079573023,0.0770105143506678,0.8966197638686721,0.8537936913895993,0.10338023613132784,0.14620630861040068,58.51191978004205,63.17817561807332,0.44198609089438784,0.39851684668708687,0.02160245042721264,0.41302595518297597,0.8520070933419314
TRANSYLVANIA,Republican,30915,10027,0.027171276079573023,0.002194075994814002,0.8966197638686721,0.9383664106911339,0.10338023613132784,0.06163358930886606,58.51191978004205,61.08666600179515,0.44198609089438784,0.30733382389011527,0.006377238165317636,0.1697326465538386,0.49472651459406425
TYRRELL,Democrat,2648,1201,0.2828549848942598,0.5395503746877602,0.6174471299093656,0.4063280599500416,0.38255287009063443,0.5936719400499584,57.44939577039275,62.73105745212323,0.34818731117824775,0.3321976149914821,8.517887563884157e-4,0.17291311754684838,0.5119250425894378
TYRRELL,Republican,2648,516,0.2828549848942598,0.029069767441860465,0.6174471299093656,0.8430232558139535,0.38255287009063443,0.1569767441860465,57.44939577039275,54.14147286821706,0.34818731117824775,0.3939393939393939,0,0.24242424242424243,0.6473829201101928
UNION,Democrat,196797,45116,0.1127557838788193,0.35269084138664775,0.7079172954872279,0.4425037680645447,0.292082704512772,0.5574962319354553,49.74455911421414,51.41987321571061,0.3655899226106089,0.3084940550783996,0.006021334474432253,0.20503102362686065,0.5294800868050249
UNION,Republican,196797,78264,0.1127557838788193,0.009595727282019831,0.7079172954872279,0.8778365532045385,0.292082704512772,0.12216344679546151,49.74455911421414,52.18165440049065,0.3655899226106089,0.21740396868742035,0.0020571636628436193,0.12945567085381396,0.35341343528126706
VANCE,Democrat,32917,19263,0.49791900841510467,0.713959404038831,0.4028921226114166,0.21876135596739865,0.5971078773885834,0.7812386440326013,53.60895585867485,56.580127705964806,0.23893428927302002,0.17658084789679696,0.0018744142455482662,0.12365621037543414,0.3162798390208942
VANCE,Republican,32917,5639,0.49791900841510467,0.0696932080156056,0.4028921226114166,0.8437666252881717,0.5971078773885834,0.15623337471182833,53.60895585867485,54.09345628657563,0.23893428927302002,0.19868482855800845,0.0016439643024894317,0.09135744480976984,0.2956787224048849
WAKE,Democrat,927895,327931,0.18211758873579445,0.36545797744037617,0.6148271086707009,0.4546779657915842,0.3851728913292991,0.5453220342084157,48.337447663798166,50.185270681942235,0.4201455983705053,0.4619322209237725,0.011835475775397996,0.23250253836280388,0.710626640357095
WAKE,Republican,927895,201948,0.18211758873579445,0.019594152950264423,0.6148271086707009,0.8600332758928041,0.3851728913292991,0.1399667241071959,48.337447663798166,53.465708994394596,0.4201455983705053,0.24204677576727798,0.006023709226032239,0.0753226569757591,0.3245850301185461
WARREN,Democrat,15608,9430,0.47719118400820093,0.6961823966065748,0.4155561250640697,0.20646871686108165,0.5844438749359303,0.7935312831389183,57.857444900051256,59.59883351007423,0.2235392106611994,0.24845156012621245,0.0026878578941217715,0.1848778777608975,0.4560009349070936
WARREN,Republican,15608,2626,0.47719118400820093,0.04379284082254379,0.4155561250640697,0.884996191926885,0.5844438749359303,0.115003808073115,57.857444900051256,59.477151561309974,0.2235392106611994,0.3308628904182107,0.0031762837480148226,0.0968766543144521,0.43885653785071466
WASHINGTON,Democrat,9585,5639,0.46854460093896716,0.693740024827097,0.45967657798643713,0.2716793757758468,0.5403234220135629,0.7283206242241532,56.73082942097027,59.958503280723534,0.24089723526343246,0.2511013215859031,0.001723807699674392,0.10821681670178127,0.3798122964949243
WASHINGTON,Republican,9585,1612,0.46854460093896716,0.06017369727047146,0.45967657798643713,0.8933002481389578,0.5403234220135629,0.10669975186104218,56.73082942097027,55.37468982630273,0.24089723526343246,0.4087719298245614,0.0017543859649122807,0.1631578947368421,0.5807017543859649
WATAUGA,Democrat,53992,14222,0.020780856423173802,0.04036000562508789,0.872814491035709,0.8507242300660948,0.127185508964291,0.1492757699339052,44.4635501555786,44.847419490929546,0.4466587642613721,0.38213958142249643,0.017426832318852663,0.385725006253648,0.8289001917785375
WATAUGA,Republican,53992,15068,0.020780856423173802,0.002389169100079639,0.872814491035709,0.9419962835147332,0.127185508964291,0.05800371648526679,44.4635501555786,52.53855853464295,0.4466587642613721,0.19210134128166914,0.005216095380029807,0.09232488822652757,0.2964232488822653
WAYNE,Democrat,86628,32297,0.31653737821489586,0.6618881010620181,0.5566445029320773,0.23971266681115894,0.4433554970679226,0.7602873331888411,52.719282449092674,56.7039043874044,0.28181419402502655,0.2118268286903835,0.0030464069322682194,0.16474291710388247,0.40561215854855637
WAYNE,Republican,86628,29246,0.31653737821489586,0.026430964918279422,0.5566445029320773,0.8865143951309581,0.4433554970679226,0.11348560486904193,52.719282449092674,54.780311837516244,0.28181419402502655,0.2573732230002122,0.0036919159770846593,0.1888393804370889,0.46636961595586673
WILKES,Democrat,50316,8384,0.03734398600842674,0.15601145038167938,0.8795015502027188,0.7551288167938931,0.12049844979728118,0.24487118320610687,55.50276254074251,61.48043893129771,0.28392559026949676,0.34828120961488757,0.007495476867407599,0.1297492892220212,0.49289222021194107
WILKES,Republican,50316,27381,0.03734398600842674,0.004565209451809649,0.8795015502027188,0.9351375041086885,0.12049844979728118,0.06486249589131149,55.50276254074251,57.49808261203024,0.28392559026949676,0.40220748316540933,0.00622753278315022,0.11179180800972102,0.5285808313503114
WILSON,Democrat,62586,28829,0.3977087527562075,0.707100489090846,0.4930655418144633,0.215061223073988,0.5069344581855367,0.784938776926012,52.92495126705653,55.83891220645877,0.2845524558207906,0.21155662090506283,0.0012348369288879204,0.13565046851165832,0.3570857848478245
WILSON,Republican,62586,15608,0.3977087527562075,0.03690415171706817,0.4930655418144633,0.8902485904664275,0.5069344581855367,0.10975140953357253,52.92495126705653,55.56586365966171,0.2845524558207906,0.28446077696115196,0.0035248237588120595,0.12059397030148493,0.4110544472776361
YADKIN,Democrat,28256,3597,0.029940543601359004,0.15401723658604394,0.876804926387316,0.6872393661384487,0.12319507361268403,0.3127606338615513,54.51854473386184,58.1768140116764,0.297281993204983,0.4125993189557321,0.009080590238365494,0.11634506242905789,0.5442678774120318
YADKIN,Republican,28256,16091,0.029940543601359004,0.0033559132434280033,0.876804926387316,0.9405879062830154,0.12319507361268403,0.05941209371698465,54.51854473386184,56.78143061338636,0.297281993204983,0.393161094224924,0.004027355623100304,0.10478723404255319,0.5072948328267477
YANCEY,Democrat,17001,4712,0.005646726663137463,0.0116723259762309,0.9173578024822069,0.9325127334465195,0.08264219751779307,0.06748726655348047,56.988412446326684,63.30178268251273,0.3396270807599553,0.2791164658634538,0.012717536813922356,0.2563587684069612,0.5551093261936635
YANCEY,Republican,17001,6407,0.005646726663137463,0.0010925550179491181,0.9173578024822069,0.9364757296706727,0.08264219751779307,0.0635242703293273,56.988412446326684,57.52598720149836,0.3396270807599553,0.2932346288299404,0.007197203372403866,0.23997532387415177,0.548221262595106
